3,-67,1855.7240969167701,-1855.7240969167701,
0,-67,1855.7240969167701,-1855.7240969167701,
7,-67,-318.391918985807,318.391918985807,
4,-67,-318.391918985807,318.391918985807,
0,-62,192.16652224137206,-192.16652224137206,
0,-63,192.16652224137206,-192.16652224137206,
6,-62,271.76450198782044,-271.76450198782044,
0,-63,271.76450198782044,-271.76450198782044,
5,-59,-135.88225099391022,135.88225099391022,
1,-61,192.16652224137206,-192.16652224137206,
1,-61,192.16652224137206,-192.16652224137206,
7,-67,-318.391918985807,318.391918985807,
0,-67,-318.391918985807,318.391918985807,
3,-67,54.62741699797593,-54.62741699797593,
4,-67,54.62741699797593,-54.62741699797593,
2,-62,-32.97056274847918,32.97056274847918,
4,-63,-32.97056274847918,32.97056274847918,
4,-62,-46.627416997972574,46.627416997972574,
4,-63,-46.627416997972574,46.627416997972574,
1,-59,23.313708498986287,-23.313708498986287,
3,-61,-32.97056274847918,32.97056274847918,
3,-61,-32.97056274847918,32.97056274847918,
5,-61,192.16652224137206,-192.16652224137206,
6,-61,192.16652224137206,-192.16652224137206,
1,-61,-32.970562748479175,32.970562748479175,
2,-61,-32.970562748479175,32.970562748479175,
6,-56,19.899494936611784,-19.899494936611784,
0,-57,19.899494936611784,-19.899494936611784,
3,-55,19.899494936611784,-19.899494936611784,
4,-55,19.899494936611784,-19.899494936611784,
3,-53,19.899494936611784,-19.899494936611784,
5,-54,19.899494936611784,-19.899494936611784,
5,-61,271.76450198782044,-271.76450198782044,
6,-61,271.76450198782044,-271.76450198782044,
1,-61,-46.62741699797257,46.62741699797257,
2,-61,-46.62741699797257,46.62741699797257,
6,-56,39.798989873223874,-39.798989873223874,
0,-57,39.798989873223874,-39.798989873223874,
5,-51,-19.899494936611937,19.899494936611937,
4,-60,-135.88225099391022,135.88225099391022,
0,-60,23.313708498986284,-23.313708498986284,
6,-54,-14.071067811865612,14.071067811865612,
7,-54,-14.071067811865612,14.071067811865612,
6,-54,-19.899494936611937,19.899494936611937,
7,-54,-19.899494936611937,19.899494936611937,
4,-50,9.949747468305969,-9.949747468305969,
0,-54,-14.071067811865612,14.071067811865612,
1,-53,-14.071067811865612,14.071067811865612,
2,-53,-14.071067811865612,14.071067811865612,
1,-59,192.16652224137206,-192.16652224137206,
2,-61,192.16652224137206,-192.16652224137206,
3,-59,-32.970562748479175,32.970562748479175,
4,-61,-32.970562748479175,32.970562748479175,
3,-53,19.899494936611784,-19.899494936611784,
4,-55,19.899494936611784,-19.899494936611784,
5,-53,28.14213562373123,-28.14213562373123,
6,-55,28.14213562373123,-28.14213562373123,
1,-51,-14.071067811865616,14.071067811865616,
2,-53,-14.071067811865616,14.071067811865616,
5,-55,19.899494936611784,-19.899494936611784,
6,-57,19.899494936611784,-19.899494936611784,
5,-55,19.899494936611784,-19.899494936611784,
6,-57,19.899494936611784,-19.899494936611784,
6,-60,192.16652224137206,-192.16652224137206,
7,-62,192.16652224137206,-192.16652224137206,
6,-60,-32.970562748479175,32.970562748479175,
7,-62,-32.970562748479175,32.970562748479175,
5,-53,19.899494936611784,-19.899494936611784,
6,-55,19.899494936611784,-19.899494936611784,
5,-53,28.14213562373123,-28.14213562373123,
6,-55,28.14213562373123,-28.14213562373123,
2,-54,-14.071067811865616,14.071067811865616,
3,-56,-14.071067811865616,14.071067811865616,
6,-54,19.899494936611784,-19.899494936611784,
7,-56,19.899494936611784,-19.899494936611784,
7,-55,19.899494936611784,-19.899494936611784,
0,-57,19.899494936611784,-19.899494936611784,
1,-67,-318.391918985807,318.391918985807,
6,-67,-318.391918985807,318.391918985807,
5,-67,54.62741699797593,-54.62741699797593,
